,USRight,USLeft,USRear,LidarRight,LidarLeft,SO,NO,P10,P25,O3,CO,timestamp,sensor,DateN,TimeN,sequenceTime
244,365.76,340.36,345.44,1278,479,4095,4095,12.4,10.6,4095,4095,1.90717E+11,proximity,190717,214616,244
245,363.22,373.38,220.98,1265,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214616,245
246,365.76,274.32,518.16,1268,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214616,246
247,365.76,393.7,505.46,1272,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214616,247
248,365.76,281.94,345.44,1285,477,4095,4095,12.3,10.5,4095,4095,1.90717E+11,proximity,190717,214617,248
249,365.76,360.68,322.58,1279,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214617,249
250,365.76,261.62,487.68,1276,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214617,250
251,368.3,393.7,477.52,1279,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214617,251
252,365.76,292.1,246.38,1269,474,4095,4095,12.2,10.5,4095,4095,1.90717E+11,proximity,190717,214618,252
253,365.76,393.7,274.32,1275,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214618,253
254,365.76,317.5,457.2,1277,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214618,254
255,365.76,393.7,444.5,1272,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214619,255
256,368.3,312.42,259.08,1274,479,4095,4095,12.1,10.5,4095,4095,1.90717E+11,proximity,190717,214619,256
257,365.76,393.7,233.68,1272,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214619,257
258,368.3,363.22,424.18,1277,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214619,258
259,370.84,393.7,416.56,1277,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214620,259
260,368.3,274.32,248.92,1281,478,4095,4095,12,10.4,4095,4095,1.90717E+11,proximity,190717,214620,260
261,368.3,393.7,236.22,1279,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214620,261
262,365.76,353.06,383.54,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214621,262
263,365.76,391.16,375.92,1278,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214621,263
264,368.3,254,279.4,1275,477,4095,4095,11.9,10.3,4095,4095,1.90717E+11,proximity,190717,214621,264
265,365.76,393.7,264.16,1278,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214621,265
266,368.3,320.04,345.44,1266,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214622,266
267,360.68,370.84,337.82,1266,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214622,267
268,365.76,210.82,213.36,1276,478,4095,4095,11.8,10.2,4095,4095,1.90717E+11,proximity,190717,214622,268
269,365.76,393.7,276.86,1273,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214623,269
270,365.76,304.8,307.34,1269,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214623,270
271,365.76,281.94,299.72,1275,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214623,271
272,365.76,393.7,292.1,1283,477,4095,4095,11.8,10.1,4095,4095,1.90717E+11,proximity,190717,214623,272
273,360.68,353.06,294.64,1269,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214624,273
274,370.84,256.54,284.48,1273,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214624,274
275,370.84,226.06,271.78,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214624,275
276,368.3,391.16,261.62,1275,476,4095,4095,11.7,10.1,4095,4095,1.90717E+11,proximity,190717,214625,276
277,368.3,396.24,259.08,1287,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214625,277
278,370.84,292.1,243.84,1280,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214625,278
279,368.3,274.32,208.28,1272,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214625,279
280,365.76,391.16,220.98,1279,477,4095,4095,11.7,10,4095,4095,1.90717E+11,proximity,190717,214626,280
281,365.76,327.66,210.82,1281,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214626,281
282,365.76,393.7,203.2,1276,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214626,282
283,368.3,391.16,193.04,1278,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214626,283
284,365.76,345.44,185.42,1278,474,4095,4095,11.6,10,4095,4095,1.90717E+11,proximity,190717,214627,284
285,368.3,180.34,180.34,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214627,285
286,370.84,391.16,175.26,1281,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214627,286
287,368.3,355.6,165.1,1280,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214628,287
288,370.84,160.02,160.02,1280,475,4095,4095,11.6,10,4095,4095,1.90717E+11,proximity,190717,214628,288
289,370.84,154.94,157.48,1286,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214628,289
290,365.76,393.7,355.6,1279,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214628,290
291,368.3,378.46,553.72,1277,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214629,291
292,368.3,152.4,574.04,1277,480,4095,4095,11.6,10,4095,4095,1.90717E+11,proximity,190717,214629,292
293,365.76,391.16,568.96,1280,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214629,293
294,365.76,391.16,347.98,1277,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214630,294
295,365.76,304.8,558.8,1274,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214630,295
296,368.3,144.78,568.96,1281,478,4095,4095,11.4,9.9,4095,4095,1.90717E+11,proximity,190717,214630,296
297,368.3,124.46,373.38,1271,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214630,297
298,365.76,373.38,561.34,1270,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214630,298
299,365.76,228.6,566.42,1284,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214631,299
300,368.3,134.62,568.96,1276,479,4095,4095,11.3,9.8,4095,4095,1.90717E+11,proximity,190717,214631,300
301,365.76,393.7,566.42,1281,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214631,301
302,365.76,396.24,561.34,1276,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214632,302
303,365.76,226.06,568.96,1279,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214632,303
304,363.22,66.04,568.96,1278,475,4095,4095,11.3,9.8,4095,4095,1.90717E+11,proximity,190717,214632,304
305,368.3,393.7,568.96,1271,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214632,305
306,370.84,332.74,563.88,1282,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214633,306
307,370.84,185.42,574.04,1267,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214633,307
308,368.3,147.32,579.12,1280,478,4095,4095,11.3,9.8,4095,4095,1.90717E+11,proximity,190717,214633,308
309,370.84,393.7,576.58,1275,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214633,309
310,365.76,393.7,553.72,1276,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214634,310
311,129.54,182.88,226.06,1280,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214634,311
312,139.7,154.94,299.72,1286,474,4095,4095,11.3,9.8,4095,4095,1.90717E+11,proximity,190717,214634,312
313,365.76,393.7,546.1,1282,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214635,313
314,365.76,393.7,561.34,1283,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214635,314
315,165.1,233.68,563.88,1282,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214635,315
316,167.64,50.8,571.5,1287,480,4095,4095,11.2,9.7,4095,4095,1.90717E+11,proximity,190717,214636,316
317,175.26,391.16,556.26,1274,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214636,317
318,180.34,228.6,233.68,1283,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214636,318
319,190.5,121.92,563.88,1288,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214636,319
320,200.66,246.38,487.68,1281,475,4095,4095,11.1,9.7,4095,4095,1.90717E+11,proximity,190717,214637,320
321,200.66,388.62,223.52,1286,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214637,321
322,218.44,375.92,558.8,1281,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214637,322
323,223.52,116.84,576.58,1283,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214638,323
324,231.14,391.16,223.52,1277,478,4095,4095,11,9.6,4095,4095,1.90717E+11,proximity,190717,214638,324
325,231.14,391.16,320.04,1273,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214638,325
326,248.92,391.16,251.46,1275,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214638,326
327,254,101.6,365.76,1281,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214639,327
328,261.62,276.86,474.98,1293,478,4095,4095,11,9.6,4095,4095,1.90717E+11,proximity,190717,214639,328
329,264.16,388.62,449.58,1281,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214639,329
330,281.94,332.74,530.86,1280,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214640,330
331,289.56,147.32,523.24,1275,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214640,331
332,294.64,393.7,238.76,1278,476,4095,4095,11,9.7,4095,4095,1.90717E+11,proximity,190717,214640,332
333,297.18,213.36,233.68,1283,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214640,333
334,314.96,213.36,297.18,1278,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214641,334
335,325.12,393.7,292.1,1281,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214641,335
336,332.74,393.7,210.82,1273,475,4095,4095,11,9.7,4095,4095,1.90717E+11,proximity,190717,214641,336
337,335.28,317.5,182.88,1272,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214642,337
338,347.98,231.14,436.88,1277,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214642,338
339,360.68,58.42,220.98,1280,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214642,339
340,368.3,193.04,228.6,1276,476,4095,4095,11,9.7,4095,4095,1.90717E+11,proximity,190717,214642,340
341,370.84,218.44,226.06,1284,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214643,341
342,370.84,358.14,307.34,1281,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214643,342
343,368.3,134.62,208.28,1279,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214643,343
344,368.3,393.7,251.46,1279,478,4095,4095,11.1,9.8,4095,4095,1.90717E+11,proximity,190717,214644,344
345,370.84,274.32,187.96,1280,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214644,345
346,370.84,388.62,322.58,1269,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214644,346
347,368.3,81.28,215.9,1285,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214644,347
348,368.3,243.84,289.56,1284,479,4095,4095,10.9,9.7,4095,4095,1.90717E+11,proximity,190717,214645,348
349,365.76,302.26,210.82,1282,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214645,349
350,368.3,218.44,266.7,1282,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214645,350
351,368.3,101.6,210.82,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214645,351
352,368.3,375.92,259.08,1285,475,4095,4095,10.8,9.6,4095,4095,1.90717E+11,proximity,190717,214646,352
353,368.3,388.62,149.86,1280,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214646,353
354,370.84,391.16,243.84,1285,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214646,354
355,368.3,27.94,231.14,1275,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214647,355
356,368.3,284.48,243.84,1278,480,4095,4095,10.7,9.6,4095,4095,1.90717E+11,proximity,190717,214647,356
357,368.3,228.6,167.64,1293,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214647,357
358,370.84,228.6,327.66,1277,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214647,358
359,370.84,33.02,243.84,1280,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214648,359
360,370.84,393.7,294.64,1275,474,4095,4095,11,9.6,4095,4095,1.90717E+11,proximity,190717,214648,360
361,370.84,393.7,241.3,1279,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214648,361
362,370.84,393.7,335.28,1289,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214649,362
363,365.76,114.3,248.92,1286,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214649,363
364,368.3,368.3,243.84,1275,478,4095,4095,11.5,9.6,4095,4095,1.90717E+11,proximity,190717,214649,364
365,368.3,391.16,264.16,1287,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214649,365
366,368.3,391.16,317.5,1278,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214650,366
367,363.22,137.16,309.88,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214650,367
368,365.76,393.7,299.72,1281,480,4095,4095,11.4,9.5,4095,4095,1.90717E+11,proximity,190717,214650,368
369,365.76,251.46,264.16,1282,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214651,369
370,365.76,393.7,276.86,1276,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214651,370
371,365.76,88.9,264.16,1278,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214651,371
372,365.76,233.68,266.7,1277,476,4095,4095,11.3,9.4,4095,4095,1.90717E+11,proximity,190717,214651,372
373,365.76,393.7,149.86,1281,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214652,373
374,365.76,396.24,246.38,1278,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214652,374
375,365.76,60.96,238.76,1283,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214652,375
376,365.76,391.16,228.6,1275,476,4095,4095,11.3,9.3,4095,4095,1.90717E+11,proximity,190717,214653,376
377,363.22,157.48,228.6,1278,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214653,377
378,368.3,393.7,215.9,1279,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214653,378
379,370.84,223.52,208.28,1284,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214653,379
380,373.38,447.04,205.74,1276,477,4095,4095,11.2,9.2,4095,4095,1.90717E+11,proximity,190717,214654,380
381,368.3,396.24,195.58,1286,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214654,381
382,368.3,332.74,182.88,1276,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214654,382
383,370.84,210.82,172.72,1273,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214654,383
384,368.3,393.7,162.56,1268,478,4095,4095,11.1,9.2,4095,4095,1.90717E+11,proximity,190717,214655,384
385,365.76,393.7,152.4,1275,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214655,385
386,363.22,398.78,149.86,1275,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214655,386
387,370.84,142.24,160.02,1283,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214656,387
388,365.76,393.7,132.08,1276,478,4095,4095,11.1,9.2,4095,4095,1.90717E+11,proximity,190717,214656,388
389,368.3,297.18,187.96,1269,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214656,389
390,370.84,297.18,274.32,1288,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214656,390
391,370.84,391.16,256.54,1278,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214657,391
392,370.84,304.8,215.9,1280,479,4095,4095,11.2,9.2,4095,4095,1.90717E+11,proximity,190717,214657,392
393,370.84,27.94,210.82,1291,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214657,393
394,30.48,393.7,236.22,1,452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214658,394
395,375.92,254,264.16,1293,443,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214658,395
396,375.92,327.66,276.86,1303,410,4095,4095,11.5,9.3,4095,4095,1.90717E+11,proximity,190717,214658,396
397,373.38,116.84,177.8,1299,426,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214658,397
398,378.46,248.92,228.6,1305,422,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214659,398
399,378.46,213.36,622.3,1302,425,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214659,399
400,378.46,256.54,401.32,1291,442,4095,4095,11.5,9.3,4095,4095,1.90717E+11,proximity,190717,214659,400
401,378.46,53.34,215.9,1286,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214700,401
402,381,393.7,256.54,1276,1105,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214700,402
403,393.7,302.26,243.84,1,1345,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214700,403
404,398.78,408.94,647.7,1,823,4095,4095,11.4,9.3,4095,4095,1.90717E+11,proximity,190717,214700,404
405,406.4,556.26,459.74,1,597,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214701,405
406,414.02,101.6,599.44,1,551,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214701,406
407,347.98,335.28,391.16,1271,564,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214701,407
408,134.62,411.48,228.6,2141,694,4095,4095,11.3,9.2,4095,4095,1.90717E+11,proximity,190717,214702,408
409,137.16,393.7,256.54,3084,757,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214702,409
410,368.3,256.54,160.02,1,895,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214702,410
411,162.56,469.9,198.12,1550,1483,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214702,411
412,170.18,292.1,535.94,335,795,4095,4095,11.4,9.3,4095,4095,1.90717E+11,proximity,190717,214703,412
413,172.72,147.32,518.16,1516,806,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214703,413
414,185.42,467.36,307.34,1572,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214703,414
415,193.04,320.04,619.76,1565,1044,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214703,415
416,200.66,73.66,673.1,1,763,4095,4095,11.4,9.3,4095,4095,1.90717E+11,proximity,190717,214704,416
417,205.74,541.02,347.98,1566,736,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214704,417
418,220.98,482.6,627.38,1,597,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214704,418
419,228.6,142.24,650.24,1,598,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214705,419
420,236.22,505.46,673.1,1,591,4095,4095,11.5,9.3,4095,4095,1.90717E+11,proximity,190717,214705,420
421,238.76,589.28,391.16,1073,591,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214705,421
422,254,449.58,629.92,1,559,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214705,422
423,259.08,104.14,637.54,1,542,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214706,423
424,264.16,322.58,635,2040,523,4095,4095,11.4,9.2,4095,4095,1.90717E+11,proximity,190717,214706,424
425,266.7,429.26,154.94,1593,514,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214706,425
426,284.48,314.96,419.1,1463,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214707,426
427,294.64,25.4,589.28,1,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214707,427
428,302.26,452.12,205.74,1,472,4095,4095,11.3,9.2,4095,4095,1.90717E+11,proximity,190717,214707,428
429,304.8,292.1,238.76,1,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214708,429
430,322.58,264.16,226.06,1,584,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214708,430
431,335.28,325.12,322.58,1,628,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214708,431
432,337.82,294.64,327.66,1513,683,4095,4095,11.2,9.2,4095,4095,1.90717E+11,proximity,190717,214708,432
433,345.44,276.86,401.32,1591,684,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214709,433
434,353.06,109.22,546.1,1,468,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214709,434
435,363.22,353.06,259.08,1,396,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214709,435
436,370.84,276.86,525.78,655,375,4095,4095,11.2,9.2,4095,4095,1.90717E+11,proximity,190717,214710,436
437,375.92,193.04,251.46,640,373,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214710,437
438,391.16,134.62,508,1477,380,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214710,438
439,401.32,254,276.86,1,394,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214710,439
440,403.86,233.68,469.9,1502,400,4095,4095,11.1,9.1,4095,4095,1.90717E+11,proximity,190717,214711,440
441,408.94,83.82,231.14,1,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214711,441
442,431.8,505.46,210.82,979,551,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214711,442
443,434.34,322.58,467.36,1106,649,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214711,443
444,441.96,325.12,256.54,1,779,4095,4095,11.1,9.2,4095,4095,1.90717E+11,proximity,190717,214712,444
445,447.04,482.6,256.54,1,819,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214712,445
446,177.8,330.2,439.42,1531,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214712,446
447,144.78,241.3,444.5,162,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214712,447
448,119.38,274.32,383.54,138,1,4095,4095,11.1,9.2,4095,4095,1.90717E+11,proximity,190717,214713,448
449,109.22,408.94,231.14,129,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214713,449
450,88.9,350.52,335.28,136,289,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214713,450
451,149.86,58.42,424.18,1,314,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214714,451
452,500.38,297.18,416.56,1,219,4095,4095,11.1,9.3,4095,4095,1.90717E+11,proximity,190717,214714,452
453,505.46,208.28,177.8,1,228,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214714,453
454,518.16,180.34,403.86,1,332,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214714,454
455,520.7,53.34,401.32,1,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214715,455
456,530.86,294.64,391.16,1003,323,4095,4095,11.2,9.3,4095,4095,1.90717E+11,proximity,190717,214715,456
457,535.94,304.8,205.74,1,284,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214715,457
458,551.18,269.24,370.84,1,265,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214715,458
459,551.18,241.3,360.68,855,206,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214716,459
460,556.26,175.26,215.9,1038,155,4095,4095,11.3,9.5,4095,4095,1.90717E+11,proximity,190717,214716,460
461,452.12,142.24,347.98,1,316,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214716,461
462,274.32,190.5,340.36,361,461,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214717,462
463,195.58,581.66,248.92,379,491,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214717,463
464,154.94,241.3,327.66,168,415,4095,4095,11.3,9.5,4095,4095,1.90717E+11,proximity,190717,214717,464
465,576.58,185.42,325.12,2149,383,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214718,465
466,541.02,172.72,243.84,1,349,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214718,466
467,601.98,208.28,304.8,1,336,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214718,467
468,492.76,187.96,294.64,654,339,4095,4095,11.4,9.5,4095,4095,1.90717E+11,proximity,190717,214719,468
469,505.46,96.52,182.88,647,328,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214719,469
470,149.86,48.26,205.74,1442,261,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214719,470
471,447.04,147.32,279.4,728,190,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214719,471
472,563.88,119.38,269.24,1529,187,4095,4095,11.4,9.5,4095,4095,1.90717E+11,proximity,190717,214720,472
473,556.26,96.52,266.7,883,197,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214720,473
474,548.64,139.7,218.44,1034,324,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214720,474
475,203.2,177.8,243.84,561,406,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214720,475
476,193.04,185.42,238.76,210,587,4095,4095,11.4,9.5,4095,4095,1.90717E+11,proximity,190717,214721,476
477,266.7,99.06,218.44,911,620,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214721,477
