"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 03:46:48,383.54,642.62,640.08,676,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:48,640.08,642.62,640.08,673,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:48,640.08,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:49,640.08,642.62,640.08,1,1,465,973,587,781,25.3,22.7
"proximity","220717",2017-07-22 03:46:49,561.34,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:49,566.42,167.64,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:50,165.1,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:50,160.02,162.56,642.62,612,1519,799,825,797,783,25.2,22.7
"proximity","220717",2017-07-22 03:46:50,574.04,162.56,640.08,617,1538,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:51,132.08,162.56,640.08,604,1543,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:51,124.46,162.56,640.08,618,1542,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:51,116.84,162.56,640.08,167,1,1227,353,1021,787,25.1,22.6
"proximity","220717",2017-07-22 03:46:51,109.22,162.56,640.08,117,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:52,320.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:52,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:52,571.5,165.1,640.08,1,1,750,856,756,784,25.1,22.6
"proximity","220717",2017-07-22 03:46:53,574.04,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:53,576.58,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:53,576.58,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:53,574.04,162.56,640.08,1,2533,928,692,884,785,25,22.5
"proximity","220717",2017-07-22 03:46:54,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:54,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:54,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:55,576.58,160.02,640.08,1,1,446,993,553,783,25,22.4
"proximity","220717",2017-07-22 03:46:55,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:55,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:56,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:56,574.04,162.56,640.08,1,1,826,746,783,783,24.9,22.3
"proximity","220717",2017-07-22 03:46:56,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:56,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:57,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:57,571.5,162.56,640.08,1,1,1310,254,1059,788,24.8,22.2
"proximity","220717",2017-07-22 03:46:57,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:58,574.04,165.1,642.62,1,2561,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:58,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:58,571.5,162.56,640.08,1,1,736,877,759,783,24.9,22.3
"proximity","220717",2017-07-22 03:46:58,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:59,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:59,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:46:59,576.58,160.02,642.62,1,1,855,726,800,783,24.9,22.3
"proximity","220717",2017-07-22 03:46:59,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:00,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:00,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:00,571.5,162.56,640.08,1,1,898,548,854,790,24.9,22.3
"proximity","220717",2017-07-22 03:47:01,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:01,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:01,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:02,568.96,165.1,640.08,1,2478,898,704,806,785,24.8,22.2
"proximity","220717",2017-07-22 03:47:02,571.5,165.1,640.08,1,2550,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:02,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:03,571.5,165.1,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:03,571.5,165.1,640.08,1,1,1333,248,1055,789,24.8,22.2
"proximity","220717",2017-07-22 03:47:03,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:03,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:04,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:04,571.5,165.1,642.62,1,1,738,883,735,783,24.9,22.2
"proximity","220717",2017-07-22 03:47:04,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:05,568.96,165.1,640.08,1,2539,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:05,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:05,568.96,165.1,640.08,1,1,906,689,850,785,24.9,22.2
"proximity","220717",2017-07-22 03:47:06,571.5,165.1,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:06,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:06,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:07,571.5,165.1,640.08,1,1,419,1007,553,784,24.8,22.1
"proximity","220717",2017-07-22 03:47:07,568.96,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:07,571.5,165.1,640.08,1,2524,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:07,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:08,574.04,165.1,640.08,1,1,946,673,870,784,24.8,22.1
"proximity","220717",2017-07-22 03:47:08,571.5,165.1,640.08,1,2507,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:08,574.04,165.1,640.08,1,2536,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:09,571.5,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:09,571.5,165.1,640.08,1,1,1115,371,945,788,24.9,22
"proximity","220717",2017-07-22 03:47:09,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:10,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:10,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:10,576.58,160.02,640.08,1,1,814,823,814,783,24.7,22
"proximity","220717",2017-07-22 03:47:11,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:11,574.04,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:11,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:11,571.5,162.56,640.08,1,1,897,668,851,783,24.5,21.9
"proximity","220717",2017-07-22 03:47:12,571.5,162.56,640.08,1,273,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:12,571.5,162.56,640.08,1,3245,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:12,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:13,571.5,162.56,640.08,1,1,521,904,606,782,24.5,21.9
"proximity","220717",2017-07-22 03:47:13,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:13,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:13,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:14,571.5,162.56,640.08,1,1,964,666,886,784,24.4,21.8
"proximity","220717",2017-07-22 03:47:14,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:15,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:15,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:15,574.04,162.56,640.08,1,1,1134,370,981,788,24.3,21.7
"proximity","220717",2017-07-22 03:47:15,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:16,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:16,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:16,576.58,162.56,640.08,1,1,802,838,801,783,24.3,21.7
"proximity","220717",2017-07-22 03:47:17,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:17,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:17,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:17,571.5,162.56,640.08,1,1,911,682,867,785,24.3,21.7
"proximity","220717",2017-07-22 03:47:18,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:18,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:18,576.58,162.56,640.08,1,2558,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:18,574.04,162.56,640.08,1,1,521,894,622,783,24.1,21.6
"proximity","220717",2017-07-22 03:47:19,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:19,571.5,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:19,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:19,574.04,162.56,640.08,1,1526,856,732,801,783,24.1,21.6
"proximity","220717",2017-07-22 03:47:19,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:21,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:21,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:21,574.04,162.56,640.08,1,2524,1220,312,1028,788,23.9,21.5
"proximity","220717",2017-07-22 03:47:22,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:22,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:22,574.04,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:23,574.04,162.56,640.08,1,1,852,793,803,784,23.9,21.5
"proximity","220717",2017-07-22 03:47:23,576.58,162.56,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:23,576.58,160.02,640.08,1,1523,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:23,574.04,160.02,640.08,1,1520,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:24,576.58,160.02,640.08,1,1,985,630,907,786,23.9,21.5
"proximity","220717",2017-07-22 03:47:24,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:24,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:25,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:25,576.58,160.02,640.08,1,1,525,1006,647,785,23.8,21.4
"proximity","220717",2017-07-22 03:47:25,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:26,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:26,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:26,574.04,160.02,640.08,1,1,880,718,815,786,23.8,21.4
"proximity","220717",2017-07-22 03:47:26,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:27,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:27,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:27,579.12,160.02,640.08,1,1,984,482,877,788,23.7,21.3
"proximity","220717",2017-07-22 03:47:28,576.58,160.02,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:28,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:28,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:28,576.58,160.02,640.08,1,1,876,759,809,785,23.8,21.4
"proximity","220717",2017-07-22 03:47:29,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:29,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:29,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:30,576.58,160.02,640.08,1,1,1285,401,1097,786,23.8,21.4
"proximity","220717",2017-07-22 03:47:30,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:30,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:31,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:31,576.58,160.02,640.08,1,1,570,958,680,784,23.9,21.5
"proximity","220717",2017-07-22 03:47:31,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:32,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:32,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:32,579.12,160.02,640.08,1,1,852,739,799,786,23.9,21.5
"proximity","220717",2017-07-22 03:47:33,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:33,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:33,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:33,576.58,160.02,640.08,1,1,1015,451,916,790,23.9,21.5
"proximity","220717",2017-07-22 03:47:34,579.12,160.02,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:34,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:34,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:35,576.58,162.56,640.08,1,1,852,773,792,784,23.9,21.5
"proximity","220717",2017-07-22 03:47:35,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:35,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:36,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:36,576.58,160.02,640.08,1,1,1299,384,1147,789,23.8,21.4
"proximity","220717",2017-07-22 03:47:36,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:36,574.04,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:37,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:37,576.58,160.02,640.08,1,1,501,1005,644,783,23.9,21.5
"proximity","220717",2017-07-22 03:47:37,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:38,579.12,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:38,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:38,579.12,160.02,640.08,1,1,811,753,758,783,23.9,21.5
"proximity","220717",2017-07-22 03:47:38,579.12,160.02,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:39,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:39,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:39,576.58,160.02,640.08,1,1,1042,444,930,786,24,21.5
"proximity","220717",2017-07-22 03:47:40,576.58,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:40,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:40,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:41,579.12,160.02,640.08,1,268,918,710,843,782,24.1,21.6
"proximity","220717",2017-07-22 03:47:41,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:41,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:42,576.58,160.02,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:42,576.58,162.56,640.08,1,1,1285,310,1049,787,24.1,21.6
"proximity","220717",2017-07-22 03:47:42,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:43,574.04,162.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:43,574.04,165.1,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:43,574.04,165.1,640.08,1,1,732,877,736,783,24,21.6
"proximity","220717",2017-07-22 03:47:43,579.12,127,640.08,1,1513,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:44,586.74,119.38,642.62,1,1508,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:44,586.74,116.84,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:45,584.2,116.84,640.08,1,1,888,717,843,782,24,21.6
"proximity","220717",2017-07-22 03:47:45,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:45,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:45,581.66,119.38,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:46,584.2,119.38,640.08,1,1,1017,464,905,785,24,21.6
"proximity","220717",2017-07-22 03:47:46,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:46,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:47,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:47,581.66,119.38,642.62,1,1,909,720,852,783,23.9,21.5
"proximity","220717",2017-07-22 03:47:47,581.66,121.92,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:47,581.66,121.92,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:48,579.12,121.92,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:48,579.12,121.92,640.08,1,1,1243,348,1035,787,23.8,21.4
"proximity","220717",2017-07-22 03:47:48,581.66,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:49,584.2,119.38,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:49,579.12,119.38,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:49,581.66,119.38,640.08,1,1,721,889,764,783,23.8,21.4
"proximity","220717",2017-07-22 03:47:50,584.2,119.38,640.08,631,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:50,579.12,119.38,640.08,634,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:50,579.12,119.38,640.08,1583,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:51,579.12,116.84,640.08,1,1,939,684,861,784,23.8,21.4
"proximity","220717",2017-07-22 03:47:51,586.74,114.3,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:51,584.2,111.76,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:51,586.74,114.3,642.62,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:52,586.74,114.3,642.62,2040,132,912,573,858,786,23.8,21.4
"proximity","220717",2017-07-22 03:47:52,584.2,114.3,640.08,1,2531,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:52,594.36,114.3,640.08,2027,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:53,640.08,119.38,640.08,1,2498,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:53,607.06,132.08,640.08,1,2497,927,698,857,783,23.8,21.4
"proximity","220717",2017-07-22 03:47:53,609.6,142.24,640.08,1,2430,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:53,619.76,238.76,640.08,1612,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:54,627.38,233.68,640.08,662,1726,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:54,629.92,228.6,640.08,657,2343,1302,383,1136,784,23.8,21.4
"proximity","220717",2017-07-22 03:47:54,632.46,226.06,642.62,662,266,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:55,632.46,220.98,213.36,667,375,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:55,635,220.98,256.54,666,264,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:55,637.54,220.98,279.4,661,1,638,968,689,778,23.8,21.4
"proximity","220717",2017-07-22 03:47:56,637.54,218.44,299.72,682,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:56,640.08,210.82,327.66,676,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:56,640.08,205.74,355.6,676,2352,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:57,640.08,205.74,378.46,679,2365,857,745,812,777,23.7,21.4
"proximity","220717",2017-07-22 03:47:57,640.08,208.28,419.1,678,2362,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:57,640.08,213.36,429.26,681,2367,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:57,640.08,223.52,640.08,664,2362,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:58,66.04,322.58,640.08,656,2359,1032,454,934,784,23.7,21.4
"proximity","220717",2017-07-22 03:47:58,66.04,243.84,640.08,604,2361,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:58,60.96,322.58,640.08,647,2359,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:58,66.04,322.58,640.08,125,2349,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:47:59,68.58,53.34,642.62,664,75,727,865,727,776,23.5,21.2
"proximity","220717",2017-07-22 03:47:59,76.2,48.26,640.08,100,2328,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:00,86.36,58.42,640.08,125,2342,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:00,104.14,322.58,640.08,133,2382,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:00,111.76,322.58,642.62,154,2390,1282,300,1042,778,23.5,21.2
"proximity","220717",2017-07-22 03:48:00,137.16,322.58,640.08,176,2345,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:01,165.1,322.58,640.08,196,2342,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:01,320.04,322.58,157.48,195,1911,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:01,320.04,322.58,177.8,739,1,659,947,720,777,23.5,21.2
"proximity","220717",2017-07-22 03:48:02,88.9,322.58,200.66,723,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:02,88.9,322.58,241.3,1,2346,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:02,91.44,322.58,264.16,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:02,88.9,322.58,317.5,1,1,905,702,848,779,23.6,21.3
"proximity","220717",2017-07-22 03:48:03,83.82,322.58,345.44,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:03,320.04,322.58,378.46,710,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:03,320.04,322.58,640.08,685,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:04,320.04,322.58,640.08,690,1,1064,412,944,786,23.6,21.3
"proximity","220717",2017-07-22 03:48:04,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:48:04,342.9,322.58,642.62,685,1,NA,NA,NA,NA,NA,NA
